Posição;Município;IBGE;Descrição Faixa;Prestadores;Serviços;Natureza Jurídica;POP_TOT;POP_URB;Ano;IDAA;IDES;IDRS;IDAP;INSA;Desempenho;Cod_Prestador
14;Pains;3146503;1 - De 1 até 30.000 hab.;[31465011] Serviço Autônomo de Água e Esgoto de Pains - SAAE | [31465040] Prefeitura Municipal de Pains - PMP;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;8296;6841,0;2020;0,5724275724275727;0,6;0,7479305740987984;0,4969939879759519;0,6043380336255808;Alto;31465011
15;São Vicente de Minas;3165305;1 - De 1 até 30.000 hab.;[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31653011] Prefeitura Municipal de São Vicente de Minas - PMSVM | [31653040] Prefeitura Municipal de São Vicente de Minas - PMSVM;Esgotos | Água | Res. Sólidos;Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta;7815;6624,0;2020;0,4541751527494909;0,7575999999999999;0,5209302325581395;0,6833667334669339;0,604018029693641;Alto;31062000
16;Uberaba;3170107;4 - De 250.001 até 1.000.000 hab.;[31701011] Companhia Operacional de Desenvolvimento, Saneamento e Ações Urbanas de Uberaba - CODAU | [31701040] COMPANHIA OPERACIONAL DE DESENVOLVIMENTO SANEAMENTO E AÇÕES URBANAS - CODAU;Água e Esgoto | Res. Sólidos;Autarquia | Autarquia;337092;329562,0;2020;0,3902097902097903;0,6758;0,5875823142050798;0,7607214428857716;0,6035783868251604;Alto;31701011
17;Campo Belo;3111200;2 - De 30.001 até 100.000 hab.;[31112011] Departamento Municipal de Água e Esgoto - DEMAE | [31112040] PREFEITURA MUNICIPAL DE CAMPO BELO - PMCB;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;54186;51118,0;2020;0,40995670995670996;0,5930955120828538;0,6307076101468625;0,7791583166332665;0,6032295372049232;Alto;31112011
18;Pimenta;3150505;1 - De 1 até 30.000 hab.;[31505011] Serviço Autônomo de Água e Esgoto - SAAE | [31505040] Prefeitura Municipal de Pimenta - PMP;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;8688;7326,0;2020;0,5211049723756905;0,7169159953970081;0,6767441860465115;0,4977955911823647;0,6031401862503937;Alto;31505011
19;Patos de Minas;3148004;3 - De 100.001 até 250.000 hab.;[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31480040] PREFEITURA MUNICIPAL DE PATOS DE MINAS - PMPM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;153585;141421,0;2020;0,4535464535464536;0,40700000000000003;0,7547107438016528;0,7791583166332665;0,5986038784953432;Médio;31062000
20;Jacutinga;3134905;1 - De 1 até 30.000 hab.;[31349011] Prefeitura Municipal de Jacutinga - PMJ | [31349040] Prefeitura Municipal de Jacutinga - PMJ;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;26264;22001,0;2020;0,6506493506493508;0,6148;0,6686567164179105;0,4555110220440881;0,5974042722778373;Médio;31349011
21;Cruzeiro da Fortaleza;3120706;1 - De 1 até 30.000 hab.;[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31207040] Prefeitura Municipal de Cruzeiro da Fortaleza - PMCF;Água | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;3639;3109,0;2020;0,5869653767820774;;0,5302405498281787;0,6717434869739479;0,5963164711947346;Médio;31062000
22;São Pedro da União;3163904;1 - De 1 até 30.000 hab.;[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31639011] Prefeitura Municipal de São Pedro da União - PMSPU | [31639040] Prefeitura Municipal - PMSPU;Esgotos | Água | Res. Sólidos;Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta;4610;2544,0;2020;0,3755600814663951;0,7710569105691056;0,5011570247933884;0,7294589178356713;0,59430823366614;Médio;31062000
23;Argirita;3104403;1 - De 1 até 30.000 hab.;[31044011] Prefeitura Municipal de Argirita - PMA | [31044040] Prefeitura Municipal de Argirita - PMA;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;2704;2043,0;2020;0,37108167770419426;0,5738181818181819;0,7413513513513513;0,6797595190380762;0,5915026824779509;Médio;31044011
24;Areado;3104304;;[31062000] Companhia de Saneamento de Minas Gerais - COPASA;Água;Sociedade de economia mista com administração pública;15181;12742,0;2020;0,5910386965376783;;;;0,5910386965376783;Médio;31062000
25;Leopoldina;3138401;2 - De 30.001 até 100.000 hab.;[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31384011] Prefeitura Municipal de Leopoldina - PML | [31384040] Prefeitura Municipal de Leopoldina - PML;Esgotos | Água | Res. Sólidos;Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta;52640;47054,0;2020;0,3144602851323829;0,7650909090909092;0,5713966480446927;0,7110220440881764;0,5904924715890403;Médio;31062000
26;Uberlândia;3170206;4 - De 250.001 até 1.000.000 hab.;[31702011] Departamento Municipal de Água e Esgoto - DMAE | [31702040] Departamento Municipal de Água e Esgoto - DMAE;Água e Esgoto | Res. Sólidos;Autarquia | Autarquia;699097;679714,0;2020;0,5218781218781221;0,5776000000000001;0,5663685152057243;0,6833667334669339;0,5873033426376951;Médio;31702011
27;São Gonçalo do Pará;3161809;1 - De 1 até 30.000 hab.;[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31618011] Prefeitura Municipal de São Gonçalo do Pará - PMSGP | [31618040] Prefeitura Municipal de São Gonçalo do Pará - PMSGP;Esgotos | Água | Res. Sólidos;Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta;12597;9643,0;2020;0,30386965376782077;0,764;0,7523244312561819;0,5226452905811623;0,5857098439012912;Médio;31062000
28;Ituiutaba;3134202;3 - De 100.001 até 250.000 hab.;[31342011] Superintendência de Água e Esgotos de Ituiutaba - SAE | [31342040] SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS URBANOS - SMOSU;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;105255;100872,0;2020;0,3724275724275725;0,6662;0,6757665677546982;0,618436873747495;0,5832077534824414;Médio;31342011
29;Varginha;3170701;3 - De 100.001 até 250.000 hab.;[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31707040] Prefeitura Municipal de Varginha - PMV;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;136602;132140,0;2020;0,4158859470468431;0,47640000000000005;0,6688427299703262;0,7607214428857716;0,5804625299757353;Médio;31062000
30;Cambuí;3110608;;[31106011] Serviço Autônomo de Água e Esgoto - SAAE | [31106040] SECRETARIA DE OBRAS DA PREFEITURA MUNICIPAL DE CAMBUI - SOSP;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;29814;25167,0;2020;0,3876123876123877;0,722;0,6209328782707622;;0,57684842196105;Médio;31106011
31;São Sebastião da Bela Vista;3164407;1 - De 1 até 30.000 hab.;[31644011] Prefeitura Municipal de São Sebastião da Bela Vista - PMSSBV | [31644040] Prefeitura Municipal de São Sebastião da Bela Vista - PMSSBV;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;5552;3242,0;2020;0,5613428280773144;0,7710569105691056;0,4728862973760933;0,5016032064128256;0,5767223106088347;Médio;31644011
32;Araguari;3103504;3 - De 100.001 até 250.000 hab.;[31035011] Superintendência de Água e Esgoto - SAE | [31035040] SECRETARIA MUNICIPAL DE SERVIÇOS URBANOS / SECRETARIA MUNICIPAL  DE MEIO AMBIENTE - SMSU/SMMA;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;117825;110080,0;2020;0,35621181262729124;0,7712000000000001;0,4601384767556873;0,7110220440881764;0,5746430833677888;Médio;31035011
33;Cachoeira Dourada;3109808;;[31098011] Prefeitura Municipal de Cachoeira Dourada - PMCD | [31098040] SECRETARIA MUNICIAL DE OBRAS E SERVIÇOS URBANOS E SECRETARIA MUNICIPAL DE AGRICULTURA E MEIO AMBIENT - PMCD;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;2706;2404,0;2020;0,5260485651214128;0,8087272727272729;0,3869473684210526;;0,573907735423246;Médio;31098011
34;Capinópolis;3112604;1 - De 1 até 30.000 hab.;[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31126011] Prefeitura Municipal de Capinópolis - PMC | [31126040] Prefeitura Municipal de Capinópolis - PMC;Esgotos | Água | Res. Sólidos;Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta;16234;15185,0;2020;0,3430569430569431;0,7016;0,8005988023952095;0,44729458917835674;0,5731375836576273;Médio;31062000
35;Moema;3142403;;[31424012] Serviço Autônomo de Água e Esgoto de Moema - SAAEM | [31424040] Prefeitura Municipal de Moema - PMM;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;7554;6492,0;2020;0,5320679320679322;0,6872;0,4915451895043732;;0,5702710405241018;Médio;31424012
36;Bom Sucesso;3108008;1 - De 1 até 30.000 hab.;[31080011] Águas de Bom Sucesso Ltda - ABS | [31080040] Prefeitura Municipal  de Bom Sucesso - PMBS;Água e Esgoto | Res. Sólidos;Empresa privada | Administração pública direta;17607;14494,0;2020;0,4838852097130244;0,6174545454545455;0,5902053712480252;0,588376753507014;0,5699804699806522;Médio;31080011
37;Itambacuri;3132701;1 - De 1 até 30.000 hab.;[31327011] Serviço Autônomo de Água e Esgoto - SAAE | [31327040] Prefeitura Municipal de Itambacuri - PMI;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;23209;15384,0;2020;0,35376782077393076;0,5955223880597015;1,0;0,33046092184368736;0,5699377826693299;Médio;31327011
38;Alfenas;3101607;2 - De 30.001 até 100.000 hab.;[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31016040] Prefeitura Municipal de Alfenas - Prefeitura;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;80494;75477,0;2020;0,46109979633401216;0,39380000000000004;0,6952510176390772;0,7294589178356713;0,5699024329521901;Médio;31062000
39;Itapagipe;3133402;1 - De 1 até 30.000 hab.;[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31334011] Prefeitura Municipal de Itapajipe - PMI | [31334040] Prefeitura Municipal de Itapagipe - PMI;Esgotos | Água | Res. Sólidos;Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta;15379;10764,0;2020;0,30889110889110893;0,6920000000000001;0,5420375865479722;0,7294589178356713;0,5680969033186881;Médio;31062000
40;Oliveira;3145604;2 - De 30.001 até 100.000 hab.;[31456011] Serviço Autônomo de Água e Esgoto - SAAE | [31456040] Prefeitura Municipal de Oliveira - PMO;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;41840;37301,0;2020;0,4335497835497836;0,5631760644418873;0,4915887850467289;0,7827655310621242;0,567770041025131;Médio;31456011
41;Elói Mendes;3123601;1 - De 1 até 30.000 hab.;[31236011] Serviço Autônomo de Água e Esgoto - SAAE | [31236040] Secretaria Municipal de Obras Públicas e Serviços Urbanos - SMOPSU;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;28320;22878,0;2020;0,47393075356415487;0,6134000000000001;0,4189473684210527;0,7607214428857716;0,5667498912177449;Médio;31236011
42;Lagoa Dourada;3137403;1 - De 1 até 30.000 hab.;[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31374011] Prefeitura Municipal de Lagoa Dourada - PMLD | [31374040] Prefeitura Municipal De Lagoa Dourada - PMLD;Esgotos | Água e Esgoto | Res. Sólidos;Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta;13063;7343,0;2020;0,26882168925964545;0,7912727272727273;0,37570093457943926;0,8288577154308617;0,5661632666356685;Médio;31062000
43;Bom Jesus da Penha;3107604;1 - De 1 até 30.000 hab.;[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31076011] Prefeitura Municipal de Bom Jesus da Penha - PMBJP | [31076040] Prefeitura Municipal de Bom Jesus da    Penha - PMBJP;Esgotos | Água | Res. Sólidos;Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta;4244;3084,0;2020;0,3661914460285132;0,82692750287687;0,3383989145183175;0,7294589178356713;0,565244195314843;Médio;31062000
44;Crucilândia;3120607;1 - De 1 até 30.000 hab.;[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31206011] Prefeitura Municipal de Crucilândia - PMCRU | [31206040] Prefeitura Municipal de Crucilândia - PMCRU;Esgotos | Água | Res. Sólidos;Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta;5054;3165,0;2020;0,33930753564154786;0,5848101265822786;0,758108108108108;0,5723446893787575;0,563642614927673;Médio;31062000
45;Jaguaraçu;3135001;1 - De 1 até 30.000 hab.;[31350011] Prefeitura Municipal de Jáguaraçu - PMJ | [31350040] Prefeitura Municipal Jaguaraçu - PMJ;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;3142;2247,0;2020;0,44908350305498984;0,6851999999999999;0,5265469061876247;0,5895791583166333;0,562602391889812;Médio;31350011
46;Mar de Espanha;3139805;1 - De 1 até 30.000 hab.;[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31398011] Prefeitura Municipal de Mar de Espanha - PMME | [31398040] Prefeitura Municipal de Mar de Espanha - PMME;Esgotos | Água | Res. Sólidos;Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta;12901;11804,0;2020;0,4794297352342159;0,8087272727272729;0,41768421052631577;0,5438877755511021;0,5624322485097267;Médio;31062000
47;São Lourenço;3163706;2 - De 30.001 até 100.000 hab.;[31637011] Serviço Autônomo de Água e Esgoto - SAAE | [31637040] Serviço Autônomo de Água e Esgoto - SAAE;Água e Esgoto | Res. Sólidos;Autarquia | Autarquia;46202;46202,0;2020;0,46327568667344865;0,7738181818181818;0,6921800947867298;0,31843687374749496;0,5619277092564638;Médio;31637011
48;Virgolândia;3171907;1 - De 1 até 30.000 hab.;[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31719011] Prefeitura Municipal de Virgolândia - PMV | [31719040] PREFEITURA MUNICIPAL DE VIRGOLÂNDIA - PMV;Esgotos | Água | Res. Sólidos;Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta;5340;3211,0;2020;0,41099796334012223;0,7912727272727273;0,639121756487026;0,40581162324649295;0,5618010175865921;Médio;31062000
49;Laranjal;3138005;1 - De 1 até 30.000 hab.;[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31380011] Prefeitura Municipal de Laranjal - PML | [31380040] Prefeitura Municipal de Laranjal - PML;Esgotos | Água | Res. Sólidos;Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta;6833;5008,0;2020;0,40366598778004076;0,8448;0,5012658227848101;0,4901803607214429;0,5599780428215735;Médio;31062000
50;São Gonçalo do Sapucaí;3162005;;[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31620011] Prefeitura Municipal de São Gonçalo do Sapucaí - PMSGS;Esgotos | Água;Administração pública direta | Sociedade de economia mista com administração pública;25561;21109,0;2020;0,3804480651731161;0,7383084577114427;;;0,5593782614422794;Médio;31062000
51;Cachoeira de Minas;3109709;1 - De 1 até 30.000 hab.;[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31097011] Prefeitura Municipal de Cachoeira de Minas - PMCM | [31097040] Prefeitura Municipal - PMCM;Esgotos | Água | Res. Sólidos;Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta;11579;7413,0;2020;0,32464358452138486;0,6000000000000001;0,6939663699307616;0,618436873747495;0,5592617070499104;Médio;31062000
52;Bandeira do Sul;3105301;1 - De 1 até 30.000 hab.;[31053011] Serviço de Água, Esgoto e Limpeza Pública - SAELP | [31053040] Prefeitura Municipal de Bandeira do Sul - PMBS;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;5778;5271,0;2020;0,39005524861878454;0,7554471544715446;0,672630173564753;0,4150300601202405;0,5582906591938307;Médio;31053011
53;Nepomuceno;3144607;1 - De 1 até 30.000 hab.;[31446011] Serviço Autônomo de Água e Esgoto - SAAE | [31446040] PREFEITURA MUNICIPAL DE NEPOMUCENO - PMN;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;26826;20783,0;2020;0,33026973026973033;0,7042;0,5373881932021466;0,6585170340681363;0,5575937393850032;Médio;31446011
54;Manhuaçu;3139409;;[31394011] Serviço Autônomo Água e Esgoto - SAAE | [31394040] SERVICO AUTONOMO MUNICIPAL DE LIMPEZA URBANA - SAMAL;Água e Esgoto | Res. Sólidos;Autarquia | Autarquia;91169;74287,0;2020;0,5372627372627374;0,748;0,3858864027538726;;0,55704971333887;Médio;31394011
55;Três Pontas;3169406;2 - De 30.001 até 100.000 hab.;[31694011] Serviço Autônomo de Água e Esgoto - SAAE | [31694040] Prefeitura Municipal de Três Pontas -MG - PMTP;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;56940;48927,0;2020;0,5065173116089613;0,6204;0,45996758508914104;0,6392785571142285;0,5565408634530827;Médio;31694011
56;Claraval;3116407;1 - De 1 até 30.000 hab.;[31164011] Prefeitura Municipal de Claraval - PMC | [31164040] Prefeitura Municipal de Claraval - PMC;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;4853;2703,0;2020;0,5507128309572301;0,5274;0,42955326460481097;0,7178356713426853;0,5563754417261816;Médio;31164011
57;Serrania;3166907;1 - De 1 até 30.000 hab.;[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31669011] Prefeitura Municipal de Serrania - PMS | [31669040] PREFEITURA MUNICIPAL DE SERRANIA - MG;Esgotos | Água | Res. Sólidos;Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta;7668;6686,0;2020;0,4835030549898167;0,7383084577114427;0,3419795221843003;0,661322645290581;0,5562784200440352;Médio;31062000
58;Araxá;3104007;3 - De 100.001 até 250.000 hab.;[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31040040] Prefeitura Municipal de Araxá - PMA;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;107337;105747,0;2020;0,3928071928071929;0,5252;0,7137656427758816;0,588376753507014;0,5550373972725221;Médio;31062000
59;Conceição das Pedras;3117207;1 - De 1 até 30.000 hab.;[31172011] Prefeitura Municipal de Conceição das Pedras - PMCP | [31172040] PREFEITURA MUNICIPAL DE CONCEIÇÃO DAS PEDRAS - PMCP;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;2813;1544,0;2020;0,6311688311688313;0,5540106951871656;0,48602442333785617;0,5474949899799599;0,5546747349184532;Médio;31172011
60;Espírito Santo do Dourado;3124401;;[31244011] Prefeitura Municipal de Espírito Santo do Dourado - PMESD | [31244040] Prefeitura Municipal Espírito Santo do Dourado - PM;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;4710;1790,0;2020;0,431792559188275;0,7912727272727273;0,4403204272363151;;0,5544619045657725;Médio;31244011
61;Piraúba;3151305;1 - De 1 até 30.000 hab.;[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31513011] Prefeitura Municipal de Piraúba - PMP | [31513040] Prefeitura Municipal de Piraúba - PMP;Esgotos | Água | Res. Sólidos;Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta;10759;8730,0;2020;0,43543788187372706;0,7710569105691056;0,34816824966078685;0,661322645290581;0,5539964218485501;Médio;31062000
62;Lima Duarte;3138609;1 - De 1 até 30.000 hab.;[31386011] Departamento Municipal de Água e Esgoto - DEMAE | [31386040] Prefeitura Municipal de Lima Duarte - PMLD;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;16724;12803,0;2020;0,31796536796536795;0,7710569105691056;0,6044560943643512;0,5074148296593186;0,5502233006395358;Médio;31386011
63;Aimorés;3101102;1 - De 1 até 30.000 hab.;[31011011] Serviço Autônomo de Água e Esgoto - SAAE | [31011040] PREFEITURA MUNICIPAL DE AIMORES - PMA;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;25141;19844,0;2020;0,5926406926406927;0,713170731707317;0,49021956087824353;0,40460921843687375;0,5501600509157818;Médio;31011011
64;Itaúna;3133808;2 - De 30.001 até 100.000 hab.;[31338011] Serviço Autônomo de Água e Esgoto - SAAE | [31338040] SAAE Gerência Sup. Resíduos Sólidos Urbanos - SAAE/GSRSU;Água e Esgoto | Res. Sólidos;Autarquia | Autarquia;93847;88343,0;2020;0,5290709290709293;0,5646;0,7032200357781752;0,4012024048096193;0,5495233424146809;Médio;31338011
65;Tupaciguara;3169604;;[31696011] Departamento de Água e Esgoto - DAE | [31696040] Prefeitura Municipal de Tupaciguara - PMT;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;25398;23145,0;2020;0,3014985014985016;0,6148;0,7297150610583446;;0,5486711875189488;Médio;31696011
66;Campos Altos;3111507;1 - De 1 até 30.000 hab.;[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31115011] Prefeitura Municipal de Campos Altos - PMCA | [31115040] Prefeitura Municipal de Campos Altos - PMCA;Esgotos | Água | Res. Sólidos;Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta;15563;14146,0;2020;0,4283716283716285;0,8379746835443038;0,37471783295711064;0,5474949899799599;0,5471397837132508;Médio;31062000
67;Conceição das Alagoas;3117306;1 - De 1 até 30.000 hab.;[31173011] Prefeitura Municipal de Conceição das Alagoas - PMCA | [31173040] Secretaria de Infraestrutura - SI;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;28346;25685,0;2020;0,3014985014985016;0,6792;0,6426446280991734;0,5503006012024048;0,5434109327000199;Médio;31173011
68;Ipaba;3131158;1 - De 1 até 30.000 hab.;[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31311511] Prefeitura Municipal de Ipaba - PMI | [31311540] PREFEITURA MUNICIPAL DE IPABA - PMI;Esgotos | Água | Res. Sólidos;Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta;18769;16882,0;2020;0,4781218781218783;0,8236000000000001;0,455578947368421;0,4040080160320641;0,540327210380591;Médio;31062000
